Environment,Seed,Step,Reward,Runtime_Hours,Runtime_seconds
WalkerRun,49,6,58.68336487,0.167023331,601.2839902
WalkerRun,49,13,102.5583344,0.167023331,601.2839902
WalkerRun,49,20,244.1212769,0.167023331,601.2839902
WalkerRun,49,26,357.1480103,0.167023331,601.2839902
WalkerRun,49,33,477.8328857,0.167023331,601.2839902
WalkerRun,49,40,522.1495361,0.167023331,601.2839902
WalkerRun,49,46,543.1982422,0.167023331,601.2839902
WalkerRun,49,53,530.3034668,0.167023331,601.2839902
WalkerRun,49,60,536.197998,0.167023331,601.2839902
WalkerWalk,49,0,33.691082,0.167032341,601.3164283
WalkerWalk,49,6,195.9550171,0.167032341,601.3164283
WalkerWalk,49,13,501.7907715,0.167032341,601.3164283
WalkerWalk,49,20,640.8084717,0.167032341,601.3164283
WalkerWalk,49,26,715.5506592,0.167032341,601.3164283
WalkerWalk,49,33,724.4060059,0.167032341,601.3164283
WalkerWalk,49,40,730.1488037,0.167032341,601.3164283
WalkerWalk,49,46,741.4812012,0.167032341,601.3164283
WalkerWalk,49,53,579.4761353,0.167032341,601.3164283
WalkerWalk,49,60,691.5690918,0.167032341,601.3164283
